,search_terms,term_1,term_2,title,authors,year,venue,type,key,url,ee,pages,volume,number,publisher,isbn,doi
835,Database Evolution,Database,Evolution,ALEdb 1.0: a database of mutations from adaptive laboratory evolution experimentation.,"['Patrick V. Phaneuf', 'Dennis Gosting', 'Bernhard O. Palsson', 'Adam M. Feist']",2019,Nucleic Acids Res.,Journal Articles,journals/nar/PhaneufGPF19,https://dblp.org/rec/journals/nar/PhaneufGPF19,https://doi.org/10.1093/nar/gky983,D1164-D1171,47,Database-Issue,,,10.1093/NAR/GKY983
836,Database Evolution,Database,Evolution,The OMA orthology database in 2018: retrieving evolutionary relationships among all domains of life through richer web and programmatic interfaces.,"['Adrian M. Altenhoff', 'Natasha M. Glover', 'Clément-Marie Train', 'Klara Kaleb', 'Alex Warwick Vesztrocy', 'David Dylus', 'Tarcisio M. Farias', 'Karina Zile', 'Charles Stevenson', 'Jiao Long', 'Henning Redestig', 'Gaston H. Gonnet', 'Christophe Dessimoz']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/AltenhoffGTKVDF18,https://dblp.org/rec/journals/nar/AltenhoffGTKVDF18,https://doi.org/10.1093/nar/gkx1019,D477-D485,46,Database-Issue,,,10.1093/NAR/GKX1019
837,Database Evolution,Database,Evolution,ANISEED 2017: extending the integrated ascidian database to the exploration and evolutionary comparison of genome-scale datasets.,"['Matija Brozovic', 'Christelle Dantec', 'Justine Dardaillon', 'Delphine Dauga', 'Emmanuel Faure', 'Mathieu Gineste', 'Alexandra Louis', 'Magali Naville', 'Kazuhiro R. Nitta', 'Jacques Piette', 'Wendy Reeves', 'Céline Scornavacca', 'Paul Simion', 'Renaud Vincentelli', 'Maelle Bellec', 'Sameh Ben Aicha', 'Marie Fagotto', 'Marion Guéroult-Bellone', 'Maximilian Haeussler', 'Edwin Jacox', 'Elijah K. Lowe', 'Mickaël Mendez', 'Alexis Roberge', 'Alberto Stolfi', 'Rui Yokomori', 'C. Titus Brown', 'Christian Cambillau', 'Lionel A. Christiaen', 'Frédéric Delsuc', 'Emmanuel J. P. Douzery', 'Rémi Dumollard', 'Takehiro Kusakabe', 'Kenta Nakai', 'Hiroki Nishida', 'Yutaka Satou', 'Billie J. Swalla', 'Michael Veeman', 'Jean-Nicolas Volff', 'Patrick Lemaire']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/BrozovicDDDFGLN18,https://dblp.org/rec/journals/nar/BrozovicDDDFGLN18,https://doi.org/10.1093/nar/gkx1108,D718-D725,46,Database-Issue,,,10.1093/NAR/GKX1108
838,Database Evolution,Database,Evolution,Data Modeling Across the Evolution of Database Technology.,"['Paolo Atzeni', 'Luca Cabibbo', 'Riccardo Torlone']",2018,A Comprehensive Guide Through the Italian Database Research,Parts in Books or Collections,books/sp/18/AtzeniCT18,https://dblp.org/rec/books/sp/18/AtzeniCT18,https://doi.org/10.1007/978-3-319-61893-7_13,221-234,,,,,10.1007/978-3-319-61893-7_13
839,Database Evolution,Database,Evolution,ATGC database and ATGC-COGs: an updated resource for micro- and macro-evolutionary studies of prokaryotic genomes and protein family annotation.,"['David M. Kristensen', 'Yuri I. Wolf', 'Eugene V. Koonin']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/KristensenWK17,https://dblp.org/rec/journals/nar/KristensenWK17,https://doi.org/10.1093/nar/gkw934,D210-D218,45,Database-Issue,,,10.1093/NAR/GKW934
840,Database Evolution,Database,Evolution,PIECE 2.0: an update for the plant gene structure comparison and evolution database.,"['Yi Wang 0052', 'Ling Xu', 'Roger Thilmony', 'Frank M. You', 'Yong Qiang Gu', 'Devin Coleman-Derr']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/WangXTYGC17,https://dblp.org/rec/journals/nar/WangXTYGC17,https://doi.org/10.1093/nar/gkw935,1015-1020,45,Database-Issue,,,10.1093/NAR/GKW935
841,Database Evolution,Database,Evolution,GEneSTATION 1.0: a synthetic resource of diverse evolutionary and functional genomic data for studying the evolution of pregnancy-associated tissues and phenotypes.,"['Mara Kim', 'Brian A. Cooper', 'Rohit Venkat', 'Julie B. Phillips', 'Haley R. Eidem', 'Jibril Hirbo', 'Sashank Nutakki', 'Scott M. Williams', 'Louis J. Muglia', 'J. Anthony Capra', 'Kenneth Petren', 'Patrick Abbot', 'Antonis Rokas', 'Kriston L. McGary']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/KimCVPEHNWMCPAR16,https://dblp.org/rec/journals/nar/KimCVPEHNWMCPAR16,https://doi.org/10.1093/nar/gkv1137,908-916,44,Database-Issue,,,10.1093/NAR/GKV1137
842,Database Evolution,Database,Evolution,UET: a database of evolutionarily-predicted functional determinants of protein sequences that cluster as functional sites in protein structures.,"['Rhonald C. Lua', 'Stephen J. Wilson', 'Daniel M. Konecki', 'Angela D. Wilkins', 'Eric Venner', 'Daniel H. Morgan', 'Olivier Lichtarge']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/LuaWKWVML16,https://dblp.org/rec/journals/nar/LuaWKWVML16,https://doi.org/10.1093/nar/gkv1279,308-312,44,Database-Issue,,,10.1093/NAR/GKV1279
843,Database Evolution,Database,Evolution,dbCRY: a Web-based comparative and evolutionary genomics platform for blue-light receptors.,"['Yongmin Kim', 'Jaeyoung Choi', 'Hyeyoung Lee', 'Gir-Won Lee', 'Yong-Hwan Lee', 'Doil Choi']",2014,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/KimCLLLC14,https://dblp.org/rec/journals/biodb/KimCLLLC14,https://doi.org/10.1093/database/bau037,,2014,,,,10.1093/DATABASE/BAU037
844,Database Evolution,Database,Evolution,PeroxiBase: a database for large-scale evolutionary analysis of peroxidases.,"['Nizar Fawal', 'Qiang Li', 'Bruno Savelli', 'Marie Brette', 'Gisele Passaia', 'Maxime Fabre', 'Catherine Mathé', 'Christophe Dunand']",2013,Nucleic Acids Res.,Journal Articles,journals/nar/FawalLSBPFMD13,https://dblp.org/rec/journals/nar/FawalLSBPFMD13,https://doi.org/10.1093/nar/gks1083,441-444,41,Database-Issue,,,10.1093/NAR/GKS1083
845,Database Evolution,Database,Evolution,The Rice Genome Knowledgebase (RGKbase): an annotation database for rice comparative genomics and evolutionary biology.,"['Dapeng Wang', 'Yan Xia', 'Xinna Li', 'Lixia Hou', 'Jun Yu 0004']",2013,Nucleic Acids Res.,Journal Articles,journals/nar/WangXLHY13,https://dblp.org/rec/journals/nar/WangXLHY13,https://doi.org/10.1093/nar/gks1225,1199-1205,41,Database-Issue,,,10.1093/NAR/GKS1225
846,Database Evolution,Database,Evolution,PIECE: a database for plant gene structure comparison and evolution.,"['Yi Wang 0052', 'Frank M. You', 'Gerard R. Lazo', 'Ming-Cheng Luo', 'Roger Thilmony', 'Sean Gordon', 'Shahryar F. Kianian', 'Yong Qiang Gu']",2013,Nucleic Acids Res.,Journal Articles,journals/nar/WangYLLTGKG13,https://dblp.org/rec/journals/nar/WangYLLTGKG13,https://doi.org/10.1093/nar/gks1109,1159-1166,41,Database-Issue,,,10.1093/NAR/GKS1109
847,Database Evolution,Database,Evolution,Shrinking a database to perform SQL mutation tests using an evolutionary algorithm.,"['Ana Claudia Bastos Loureiro Monção', 'Celso G. Camilo-Junior', 'Leonardo T. Queiroz', 'Cássio L. Rodrigues', 'Plínio de Sá Leitão Júnior', 'Auri M. R. Vincenzi']",2013,IEEE Congress on Evolutionary Computation,Conference and Workshop Papers,conf/cec/MoncaoCQRLVL13,https://dblp.org/rec/conf/cec/MoncaoCQRLVL13,https://doi.org/10.1109/CEC.2013.6557874,2533-2539,,,,,10.1109/CEC.2013.6557874
848,Database Evolution,Database,Evolution,Evolutionary Integration of In-Memory Database Technology into IBM&apos;s Enterprise DB2 Database Systems.,"['Knut Stolze', 'Guy M. Lohman', 'Vijayshankar Raman', 'Richard Sidle', 'Felix Beier']",2013,GI-Jahrestagung,Conference and Workshop Papers,conf/gi/StolzeLRSB13,https://dblp.org/rec/conf/gi/StolzeLRSB13,https://dl.gi.de/handle/20.500.12116/20771,461-471,,,,,
849,Database Evolution,Database,Evolution,InterEvol database: exploring the structure and evolution of protein complex interfaces.,"['Guilhem Faure', 'Jessica Andreani', 'Raphaël Guérois']",2012,Nucleic Acids Res.,Journal Articles,journals/nar/FaureAG12,https://dblp.org/rec/journals/nar/FaureAG12,https://doi.org/10.1093/nar/gkr845,847-856,40,Database-Issue,,,10.1093/NAR/GKR845
850,Database Evolution,Database,Evolution,MitoZoa 2.0: a database resource and search tools for comparative and evolutionary analyses of mitochondrial genomes in Metazoa.,"['Paolo D&apos;Onorio De Meo', 'Mattia D&apos;Antonio', 'Francesca Griggio', 'Renato Lupi', 'Massimiliano Borsani', 'Giulio Pavesi', 'Tiziana Castrignanò', 'Graziano Pesole', 'Carmela Gissi']",2012,Nucleic Acids Res.,Journal Articles,journals/nar/MeoDGLBPCPG12,https://dblp.org/rec/journals/nar/MeoDGLBPCPG12,https://doi.org/10.1093/nar/gkr1144,1168-1172,40,Database-Issue,,,10.1093/NAR/GKR1144
851,Database Evolution,Database,Evolution,Optimising Schema Evolution Operation Sequences in Object Databases for Data Evolution.,"['Tilmann Zäschke', 'Stefania Leone', 'Moira C. Norrie']",2012,ER,Conference and Workshop Papers,conf/er/ZaschkeLN12,https://dblp.org/rec/conf/er/ZaschkeLN12,https://doi.org/10.1007/978-3-642-34002-4_29,369-382,,,,,10.1007/978-3-642-34002-4_29
852,Database Evolution,Database,Evolution,"Automatic annotation of experimentally derived, evolutionarily conserved post-translational modifications onto multiple genomes.","['Viswanadham Sridhara', 'Aron Marchler-Bauer', 'Stephen H. Bryant', 'Lewis Y. Geer']",2011,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/SridharaMBG11,https://dblp.org/rec/journals/biodb/SridharaMBG11,https://doi.org/10.1093/database/bar019,,2011,,,,10.1093/DATABASE/BAR019
853,Database Evolution,Database,Evolution,PhEVER: a database for the global exploration of virus-host evolutionary relationships.,"['Leonor Palmeira', 'Simon Penel', 'Vincent Lotteau', 'Chantal Rabourdin-Combe', 'Christian Gautier']",2011,Nucleic Acids Res.,Journal Articles,journals/nar/PalmeiraPLRG11,https://dblp.org/rec/journals/nar/PalmeiraPLRG11,https://doi.org/10.1093/nar/gkq1013,569-575,39,Database-Issue,,,10.1093/NAR/GKQ1013
854,Database Evolution,Database,Evolution,EVOG: a database for evolutionary analysis of overlapping genes.,"['Dae-Soo Kim', 'Chi-Young Cho', 'Jae-Won Huh', 'Heui-Soo Kim', 'Hwan-Gue Cho']",2009,Nucleic Acids Res.,Journal Articles,journals/nar/KimCHKC09,https://dblp.org/rec/journals/nar/KimCHKC09,https://doi.org/10.1093/nar/gkn813,698-702,37,Database-Issue,,,10.1093/NAR/GKN813
855,Database Evolution,Database,Evolution,A Multiobjective Evolutionary Conceptual Clustering Methodology for Gene Annotation Within Structural Databases: A Case of Study on the Gene Ontology Database.,"['Rocío Romero-Záliz', 'Cristina Rubio-Escudero', 'J. P. Cobb', 'Francisco Herrera', 'Oscar Cordón', 'Igor Zwir']",2008,IEEE Trans. Evol. Comput.,Journal Articles,journals/tec/Romero-ZalizRCHCZ08,https://dblp.org/rec/journals/tec/Romero-ZalizRCHCZ08,https://doi.org/10.1109/TEVC.2008.915995,679-701,12,6,,,10.1109/TEVC.2008.915995
856,Database Evolution,Database,Evolution,Knowledge Incorporation in Multi-objective Evolutionary Algorithms.,"['Ricardo Landa Becerra', 'Luis V. Santana-Quintero', 'Carlos A. Coello Coello']",2008,Multi-Objective Evolutionary Algorithms for Knowledge Discovery from Databases,Parts in Books or Collections,series/sci/BecerraSC08,https://dblp.org/rec/series/sci/BecerraSC08,https://doi.org/10.1007/978-3-540-77467-9_2,23-46,,,,,10.1007/978-3-540-77467-9_2
857,Database Evolution,Database,Evolution,Genetic Algorithm for Optimization of Multiple Objectives in Knowledge Discovery from Large Databases.,"['Satchidananda Dehuri', 'Susmita Ghosh', 'Ashish Ghosh']",2008,Multi-Objective Evolutionary Algorithms for Knowledge Discovery from Databases,Parts in Books or Collections,series/sci/DehuriGG08,https://dblp.org/rec/series/sci/DehuriGG08,https://doi.org/10.1007/978-3-540-77467-9_1,1-22,,,,,10.1007/978-3-540-77467-9_1
858,Database Evolution,Database,Evolution,Evolutionary Multi-objective Rule Selection for Classification Rule Mining.,"['Hisao Ishibuchi', 'Isao Kuwajima', 'Yusuke Nojima']",2008,Multi-Objective Evolutionary Algorithms for Knowledge Discovery from Databases,Parts in Books or Collections,series/sci/IshibuchiKN08,https://dblp.org/rec/series/sci/IshibuchiKN08,https://doi.org/10.1007/978-3-540-77467-9_3,47-70,,,,,10.1007/978-3-540-77467-9_3
859,Database Evolution,Database,Evolution,Classification and Survival Analysis Using Multi-objective Evolutionary Algorithms.,['Christian Setzkorn'],2008,Multi-Objective Evolutionary Algorithms for Knowledge Discovery from Databases,Parts in Books or Collections,series/sci/Setzkorn08,https://dblp.org/rec/series/sci/Setzkorn08,https://doi.org/10.1007/978-3-540-77467-9_6,109-135,,,,,10.1007/978-3-540-77467-9_6
860,Database Evolution,Database,Evolution,The CATH domain structure database: new protocols and classification levels give a more comprehensive resource for exploring evolution.,"['Lesley H. Greene', 'Tony E. Lewis', 'Sarah Addou', 'Alison L. Cuff', 'Timothy Dallman', 'Mark Dibley', 'Oliver Redfern', 'Frances M. G. Pearl', 'Rekha Nambudiry', 'Adam James Reid', 'Ian Sillitoe', 'Corin Yeats', 'Janet M. Thornton', 'Christine A. Orengo']",2007,Nucleic Acids Res.,Journal Articles,journals/nar/GreeneLACDDRPNRSYTO07,https://dblp.org/rec/journals/nar/GreeneLACDDRPNRSYTO07,https://doi.org/10.1093/nar/gkl959,291-297,35,Database-Issue,,,10.1093/NAR/GKL959
861,Database Evolution,Database,Evolution,PANDIT: an evolution-centric database of protein and associated nucleotide domains with inferred trees.,"['Simon Whelan', 'Paul I. W. de Bakker', 'Emmanuel Quevillon', 'Nicolas Rodriguez 0001', 'Nick Goldman']",2006,Nucleic Acids Res.,Journal Articles,journals/nar/WhelanBQRG06,https://dblp.org/rec/journals/nar/WhelanBQRG06,https://doi.org/10.1093/nar/gkj087,327-331,34,Database-Issue,,,10.1093/NAR/GKJ087
862,Database Evolution,Database,Evolution,"Review of &quot;Refactoring Databases: Evolutionary Database Design by Scott Ambler and Pramodkumar Sadalage, &quot; Addison-Wesley Professional, 2006, ISBN: 0321293533.",['Vladan M. Jovanovic'],2006,ACM Queue,Journal Articles,journals/queue/Jovanovic06,https://dblp.org/rec/journals/queue/Jovanovic06,https://doi.org/10.1145/1160434.1160453,44,4,7,,,10.1145/1160434.1160453
863,Database Evolution,Database,Evolution,An Evolutionary Approach for Dynamic Reconfiguration in Heterogeneous Database Schemas.,"['Ki-Won Yeom', 'Ji-Hyung Park']",2006,IEEE Congress on Evolutionary Computation,Conference and Workshop Papers,conf/cec/YeomP06a,https://dblp.org/rec/conf/cec/YeomP06a,https://doi.org/10.1109/CEC.2006.1688364,597-600,,,,,10.1109/CEC.2006.1688364
864,Database Evolution,Database,Evolution,The Adaptive Evolution Database (TAED): a phylogeny based tool for comparative genomics.,"['Christian Roth 0006', 'Matthew J. Betts', 'Pär Steffansson', 'Gisle Sælensminde', 'David A. Liberles']",2005,Nucleic Acids Res.,Journal Articles,journals/nar/RothBSSL05,https://dblp.org/rec/journals/nar/RothBSSL05,https://doi.org/10.1093/nar/gki090,495-497,33,Database-Issue,,,10.1093/NAR/GKI090
865,Database Evolution,Database,Evolution,DED: Database of Evolutionary Distances.,"['Vamsi Veeramachaneni', 'Wojciech Makalowski']",2005,Nucleic Acids Res.,Journal Articles,journals/nar/VeeramachaneniM05,https://dblp.org/rec/journals/nar/VeeramachaneniM05,https://doi.org/10.1093/nar/gki094,442-446,33,Database-Issue,,,10.1093/NAR/GKI094
866,Database Evolution,Database,Evolution,A database evolution taxonomy for object-oriented databases.,"['Awais Rashid', 'Peter Sawyer']",2005,J. Softw. Maintenance Res. Pract.,Journal Articles,journals/smr/RashidS05,https://dblp.org/rec/journals/smr/RashidS05,https://doi.org/10.1002/smr.310,93-141,17,2,,,10.1002/SMR.310
867,Database Evolution,Database,Evolution,Multi-Version and Evolution Support for Multidimensional Database Schema.,"['Jarernsri L. Mitrpanont', 'Somchart Fugkeaw']",2005,Databases and Applications,Conference and Workshop Papers,conf/dba/MitrpanontF05,https://dblp.org/rec/conf/dba/MitrpanontF05,,151-156,,,,,
868,Database Evolution,Database,Evolution,Data Model Versioning and Database Evolution.,['Hassina Bounif'],2005,Encyclopedia of Database Technologies and Applications,Reference Works,books/idea/encyclopediaDB2005/Bounif05,https://dblp.org/rec/books/idea/encyclopediaDB2005/Bounif05,https://doi.org/10.4018/978-1-59140-560-3.ch019,110-115,,,,,10.4018/978-1-59140-560-3.CH019
869,Database Evolution,Database,Evolution,Evolutionary Algorithms for Allocating Data in Distributed Database Systems.,"['Ishfaq Ahmad 0001', 'Kamalakar Karlapalem', 'Yu-Kwong Kwok', 'Siu-Kai So']",2002,Distributed Parallel Databases,Journal Articles,journals/dpd/AhmadKKS02,https://dblp.org/rec/journals/dpd/AhmadKKS02,https://doi.org/10.1023/A:1013324605452,5-32,11,1,,,10.1023/A:1013324605452
870,Database Evolution,Database,Evolution,A database evolution approach for object oriented databases.,['Awais Rashid'],2001,,Books and Theses,phd/ethos/Rashid01,https://dblp.org/rec/phd/ethos/Rashid01,http://eprints.lancs.ac.uk/11951/,,,,,,
871,Database Evolution,Database,Evolution,"Telecommunications, Databases, and Evolution.",['Jan Arild Audestad'],2001,Databases in Telecommunications,Conference and Workshop Papers,conf/dbtel/Audestad01,https://dblp.org/rec/conf/dbtel/Audestad01,https://doi.org/10.1007/3-540-45432-2_1,1-8,,,,,10.1007/3-540-45432-2_1
872,Database Evolution,Database,Evolution,A Database Evolution Approach for Object-Oriented Databases.,['Awais Rashid'],2001,ICSM,Conference and Workshop Papers,conf/icsm/Rashid01,https://dblp.org/rec/conf/icsm/Rashid01,https://doi.org/10.1109/ICSM.2001.972772,561-564,,,,,10.1109/ICSM.2001.972772
873,Database Evolution,Database,Evolution,Monitoring the Evolution of Databases in Federated Relational Database Systems.,"['Alfredo Goñi', 'Arantza Illarramendi', 'Eduardo Mena', 'José Miguel Blanco 0001']",1997,EFDBS,Conference and Workshop Papers,conf/efdbs/GoniIMB97,https://dblp.org/rec/conf/efdbs/GoniIMB97,,81-91,,,,,
874,Database Evolution,Database,Evolution,Using Cultural Algorithms with Evolutionary Computing to Extract Site Location Decisions from Spatio-Temporal Databases.,"['Robert G. Reynolds', 'Ayman Nazzal']",1997,Evolutionary Programming,Conference and Workshop Papers,conf/eps/ReynoldsN97,https://dblp.org/rec/conf/eps/ReynoldsN97,https://doi.org/10.1007/BFb0014832,443-456,,,,,10.1007/BFB0014832
875,Database Evolution,Database,Evolution,Gestion d&apos;un évolution du schéma d&apos;une base de données à objets: une approche par compromis. (Object-Oriented Database Schema Evolution: A compromise).,['Boualem Benatallah'],1996,,Books and Theses,phd/hal/Benatallah96,https://dblp.org/rec/phd/hal/Benatallah96,https://tel.archives-ouvertes.fr/tel-00345357,,,,,,
876,Database Evolution,Database,Evolution,Schema and Database Evolution in the O2 Object Database System.,"['Fabrizio Ferrandina', 'Thorsten Meyer', 'Roberto V. Zicari', 'Guy Ferran', 'Joëlle Madec']",1995,VLDB,Conference and Workshop Papers,conf/vldb/FerrandinaMZFM95,https://dblp.org/rec/conf/vldb/FerrandinaMZFM95,http://www.vldb.org/conf/1995/P170.PDF,170-181,,,,,
877,Database Evolution,Database,Evolution,Conceptual Database Evolution Through Learning in Object Databases.,"['Qing Li 0001', 'Dennis McLeod']",1994,IEEE Trans. Knowl. Data Eng.,Journal Articles,journals/tkde/LiM94,https://dblp.org/rec/journals/tkde/LiM94,https://doi.org/10.1109/69.277766,205-224,6,2,,,10.1109/69.277766
878,Database Evolution,Database,Evolution,An Experimental System for Conceptual Evolution in Object Databases.,"['Qing Li 0001', 'Kwang June Byeon', 'Dennis McLeod']",1990,Australian Database Conference,Conference and Workshop Papers,conf/adc/LiBM90,https://dblp.org/rec/conf/adc/LiBM90,,19-43,,,,,
879,Database Evolution,Database,Evolution,Type Evolution in an Object-Oriented Database.,"['Andrea H. Skarra', 'Stanley B. Zdonik']",1990,Research Foundations in Object-Oriented and Semantic Database Systems,Parts in Books or Collections,books/ph/cardenasM90/SkarraZ90,https://dblp.org/rec/books/ph/cardenasM90/SkarraZ90,,137-155,,,,,
880,Database Evolution,Database,Evolution,Object Flavor Evolution throug Learning in an Object-Oriented Database System.,"['Qing Li 0001', 'Dennis McLeod']",1988,Expert Database Conf.,Conference and Workshop Papers,conf/eds/LiM88,https://dblp.org/rec/conf/eds/LiM88,,469-495,,,,,
881,Database Evolution,Database,Evolution,Schema Evolution in Object-Oriented Persistent Databases.,"['Jay Banerjee', 'Hyoung-Joo Kim 0001', 'Won Kim 0001', 'Henry F. Korth']",1986,XP7.52 Workshop on Database Theory,Conference and Workshop Papers,conf/xp/BanerjeeKKK86,https://dblp.org/rec/conf/xp/BanerjeeKKK86,,,,,,,
882,Database Evolution,Database,Evolution,ENCOMPASS: Evolution of a Distributed Database/Transaction System.,['John Nauman'],1982,IEEE Database Eng. Bull.,Journal Articles,journals/debu/Nauman82,https://dblp.org/rec/journals/debu/Nauman82,http://sites.computer.org/debull/82DEC-CD.pdf,37-41,5,4,,,
883,Database Evolution,Database,Evolution,Evolutionary bioinformatics with veiled biological database for health care operations.,"['Hariprasath Manoharan', 'S. A. Edalatpanah 0001']",2025,Comput. Biol. Medicine,Journal Articles,journals/cbm/ManoharanE25,https://dblp.org/rec/journals/cbm/ManoharanE25,https://doi.org/10.1016/j.compbiomed.2024.109418,109418,184,,,,10.1016/J.COMPBIOMED.2024.109418
884,Database Evolution,Database,Evolution,Join query optimization in distributed database based on multi-source mating selection evolutionary algorithm.,"['Yan Du', 'Zhiming Ding', 'Zhi Cai', 'Yuanying Chi']",2025,Clust. Comput.,Journal Articles,journals/cluster/DuDCC25,https://dblp.org/rec/journals/cluster/DuDCC25,https://doi.org/10.1007/s10586-024-04905-6,281,28,5,,,10.1007/S10586-024-04905-6
885,Database Evolution,Database,Evolution,Data migration for column family database evolution.,"['Pablo Suárez-Otero', 'Michael J. Mior', 'María José Suárez-Cabal', 'Javier Tuya']",2025,Inf. Softw. Technol.,Journal Articles,journals/infsof/SuarezOteroMST25,https://dblp.org/rec/journals/infsof/SuarezOteroMST25,https://doi.org/10.1016/j.infsof.2025.107834,107834,187,,,,10.1016/J.INFSOF.2025.107834
886,Database Evolution,Database,Evolution,PROV-IDEA: Supporting Interoperable Schema and Data Provenance within Database Evolution.,"['Beatriz Pérez 0001', 'Ángel Luis Rubio', 'María A. Zapata']",2025,ACM Trans. Softw. Eng. Methodol.,Journal Articles,journals/tosem/PerezRZ25,https://dblp.org/rec/journals/tosem/PerezRZ25,https://doi.org/10.1145/3697008,59:1-59:27,34,3,,,10.1145/3697008
887,Database Evolution,Database,Evolution,Evolutionary Dynamic Database Partitioning Optimization for Privacy and Utility.,"['Yong-Feng Ge', 'Hua Wang 0002', 'Elisa Bertino', 'Zhi-Hui Zhan', 'Jinli Cao', 'Yanchun Zhang', 'Jun Zhang 0003']",2024,IEEE Trans. Dependable Secur. Comput.,Journal Articles,journals/tdsc/GeWBZCZZ24,https://dblp.org/rec/journals/tdsc/GeWBZCZZ24,https://doi.org/10.1109/TDSC.2023.3302284,2296-2311,21,4,,,10.1109/TDSC.2023.3302284
888,Database Evolution,Database,Evolution,A Generic Schema Evolution Approach for NoSQL and Relational Databases.,"['Alberto Hernández Chillón', 'Meike Klettke', 'Diego Sevilla Ruiz', 'Jesús García Molina']",2024,IEEE Trans. Knowl. Data Eng.,Journal Articles,journals/tkde/ChillonKRM24,https://dblp.org/rec/journals/tkde/ChillonKRM24,https://doi.org/10.1109/TKDE.2024.3362273,2774-2789,36,7,,,10.1109/TKDE.2024.3362273
889,Database Evolution,Database,Evolution,Tuning Database Parameters Using Query Perception and Evolutionary Reinforcement Learning.,"['Zunhan Zhao', 'Wen Ye 0004', 'Peiyu Duan']",2024,CCEAI,Conference and Workshop Papers,conf/cceai/ZhaoYD24,https://dblp.org/rec/conf/cceai/ZhaoYD24,https://doi.org/10.1145/3640824.3640869,52-59,,,,,10.1145/3640824.3640869
890,Database Evolution,Database,Evolution,"Estimation, Impact and Visualization of Schema Evolution in Graph Databases.",['Dominique Hausler'],2024,MoDELS,Conference and Workshop Papers,conf/models/Hausler24,https://dblp.org/rec/conf/models/Hausler24,https://doi.org/10.1145/3652620.3688196,123-129,,,,,10.1145/3652620.3688196
891,Database Evolution,Database,Evolution,Nautilus: Implementation of an Evolution Approach for Graph Databases.,"['Dominique Hausler', 'Meike Klettke']",2024,MoDELS,Conference and Workshop Papers,conf/models/HauslerK24,https://dblp.org/rec/conf/models/HauslerK24,https://doi.org/10.1145/3652620.3687781,11-15,,,,,10.1145/3652620.3687781
892,Database Evolution,Database,Evolution,Statistical Validation of Column Matching in the Database Schema Evolution of the Brazilian Public School Census.,"['Muriki G. Yamanaka', 'Diogo Henrique de Almeida', 'Paulo Ricardo Lisboa de Almeida', 'Simone Dominico', 'Letícia M. Peres', 'Marcos Sfair Sunyé', 'Eduardo C. de Almeida']",2024,SBBD,Conference and Workshop Papers,conf/sbbd/YamanakaAADPSA24,https://dblp.org/rec/conf/sbbd/YamanakaAADPSA24,https://doi.org/10.5753/sbbd.2024.240840,498-509,,,,,10.5753/SBBD.2024.240840
893,Database Evolution,Database,Evolution,Database Technology Evolution III: Knowledge Graphs and Linked Data.,"['Malcolm K. Crowe', 'Fritz Laux']",2024,CoRR,Informal and Other Publications,journals/corr/abs-2407-05096,https://dblp.org/rec/journals/corr/abs-2407-05096,https://doi.org/10.48550/arXiv.2407.05096,,abs/2407.05096,,,,10.48550/ARXIV.2407.05096
894,Database Evolution,Database,Evolution,Statistical Validation of Column Matching in the Database Schema Evolution of the Brazilian Public School Census.,"['Muriki G. Yamanaka', 'Diogo Henrique de Almeida', 'Paulo R. Lisboa de Almeida', 'Simone Dominico', 'Letícia M. Peres', 'Marcos Sfair Sunyé', 'Eduardo C. de Almeida']",2024,CoRR,Informal and Other Publications,journals/corr/abs-2407-09885,https://dblp.org/rec/journals/corr/abs-2407-09885,https://doi.org/10.48550/arXiv.2407.09885,,abs/2407.09885,,,,10.48550/ARXIV.2407.09885
895,Database Evolution,Database,Evolution,Exploring Teams&apos; Temporal Factors for Determining Process Tailoring that Promotes the Evolution of Agilebased Software Development.,"['Chung-Yang Chen', 'Jung-Chieh Lee']",2023,ACM SIGMIS Database,Journal Articles,journals/db/ChenL23,https://dblp.org/rec/journals/db/ChenL23,https://doi.org/10.1145/3583581.3583585,46-65,54,1,,,10.1145/3583581.3583585
896,Database Evolution,Database,Evolution,Mapping the Evolution of Computational Thinking in Education: A Bibliometrics Analysis of Scopus Database from 1987 to 2023.,"['Arif Ainur Rafiq', 'Mochamad Bruri Triyono', 'Istanto Wahyu Djatmiko', 'Ratna Wardani', 'Thomas Köhler 0001']",2023,Informatics Educ.,Journal Articles,journals/iie/RafiqTDW023,https://dblp.org/rec/journals/iie/RafiqTDW023,https://doi.org/10.15388/infedu.2023.29,691-724,22,4,,,10.15388/INFEDU.2023.29
897,Database Evolution,Database,Evolution,CoDEvo: Column family database evolution using model transformations.,"['Pablo Suárez-Otero', 'Michael J. Mior', 'María José Suárez-Cabal', 'Javier Tuya']",2023,J. Syst. Softw.,Journal Articles,journals/jss/SuarezOteroMCT23,https://dblp.org/rec/journals/jss/SuarezOteroMCT23,https://doi.org/10.1016/j.jss.2023.111743,111743,203,,,,10.1016/J.JSS.2023.111743
