"10.1504/ijiids.2019.102324", "Solve the IRP problem with an improved discrete differential evolution algorithm.", "Int. J. Intell. Inf. Database Syst.", "2019", "Shi Cheng, Zelin Wang", "journals/ijiids/ChengW19", "Journal Articles"
"10.1504/ijiids.2019.102326", "Hybrid fireworks algorithm with differential evolution operator.", "Int. J. Intell. Inf. Database Syst.", "2019", "Jinglei Guo, Wei Liu, Ming Liu, Shijue Zheng", "journals/ijiids/GuoLLZ19", "Journal Articles"
"10.1504/ijiids.2019.102330", "A new quantum evolutionary algorithm using dynamic rotation angle catastrophe for knapsack problem.", "Int. J. Intell. Inf. Database Syst.", "2019", "Jialin Li, Wei Li 0078", "journals/ijiids/LiL19", "Journal Articles"
"10.1504/ijiids.2019.102325", "Inventory routing optimisation using differential evolution with feasibility checking and local search.", "Int. J. Intell. Inf. Database Syst.", "2019", "Hu Peng, Changshou Deng, Shunxu Peng", "journals/ijiids/PengDP19", "Journal Articles"
"10.1504/ijiids.2019.102328", "Applying distance sorting selection in differential evolution.", "Int. J. Intell. Inf. Database Syst.", "2019", "Yuxiang Shao, Zhe Chen, Yuan Liu", "journals/ijiids/ShaoCL19", "Journal Articles"
"10.1504/ijiids.2019.102331", "A novel particle swarms with mixed cooperative co-evolution for large scale global optimisation.", "Int. J. Intell. Inf. Database Syst.", "2019", "Yufeng Wang 0003, Wenyong Dong, Chunyu Xu", "journals/ijiids/WangDX19", "Journal Articles"
"10.1093/nar/gky1053", "OrthoDB v10: sampling the diversity of animal, plant, fungal, protist, bacterial and viral genomes for evolutionary and functional annotations of orthologs.", "Nucleic Acids Res.", "2019", "Evgenia V. Kriventseva, Dmitry Kuznetsov, Fredrik Tegenfeldt, Mosè Manni, Renata Dias, Felipe A. Simão, Evgeny M. Zdobnov", "journals/nar/KriventsevaKTMD19", "Journal Articles"
"10.1016/b978-0-12-809633-8.20268-9", "The Evolution of Protein Family Databases.", "Encyclopedia of Bioinformatics and Computational Biology", "2019", "Teresa K. Attwood, Alex L. Mitchell", "reference/bioinf/AttwoodM19", "Reference Works"
"10.1007/s10619-017-7215-z", "An adaptive multi-objective evolutionary algorithm for constrained workflow scheduling in Clouds.", "Distributed Parallel Databases", "2018", "Miao Zhang 0022, Huiqi Li, Li Liu 0026, Rajkumar Buyya", "journals/dpd/ZhangLLB18", "Journal Articles"
"10.4018/jdm.2018070105", "Detecting Users&apos; Dietary Preferences and Their Evolutions via Chinese Social Media.", "J. Database Manag.", "2018", "Qingqing Zhou, Chengzhi Zhang", "journals/jdm/ZhouZ18", "Journal Articles"
"10.1093/nar/gkx1002", "PLAZA 4.0: an integrative resource for functional, evolutionary and comparative plant genomics.", "Nucleic Acids Res.", "2018", "Michiel Van Bel, Tim Diels, Emmelien Vancaester, Lukasz Kreft, Alexander Botzki, Yves Van de Peer, Frederik Coppens, Klaas Vandepoele", "journals/nar/BelDVKBPCV18", "Journal Articles"
"10.1093/nar/gkx913", "BCNTB bioinformatics: the next evolutionary step in the bioinformatics of breast cancer tissue banking.", "Nucleic Acids Res.", "2018", "Emanuela Gadaleta, Stefano Pirrò, Abu Z. Dayem Ullah, Jacek Marzec, Claude Chelala", "journals/nar/GadaletaPUMC18", "Journal Articles"
"10.1093/nar/gkx1003", "Genomicus 2018: karyotype evolutionary trees and on-the-fly synteny computing.", "Nucleic Acids Res.", "2018", "Nga Thi Thuy Nguyen, Pierre Vincens, Hugues Roest Crollius, Alexandra Louis", "journals/nar/NguyenVCL18", "Journal Articles"
"10.1093/nar/gkx964", "SEECancer: a resource for somatic events in evolution of cancer genome.", "Nucleic Acids Res.", "2018", "Hongyi Zhang, Shangyi Luo, Xinxin Zhang, Jianlong Liao, Fei Quan, Erjie Zhao, Chenfen Zhou, Fulong Yu, Wenkang Yin, Yunpeng Zhang, Yun Xiao 0001, Xia Li 0004", "journals/nar/ZhangLZLQZZYYZX18", "Journal Articles"
"10.1007/978-1-4614-8265-9_470", "Workflow Evolution.", "Encyclopedia of Database Systems", "2018", "Peter Dadam, Stefanie Rinderle-Ma", "reference/db/DadamR18", "Reference Works"
"10.1007/978-1-4614-8265-9_118", "Data Warehouse Maintenance, Evolution, and Versioning.", "Encyclopedia of Database Systems", "2018", "Johann Eder, Christian Koncilia, Karl Wiggisser", "reference/db/EderKW18", "Reference Works"
"10.1007/978-1-4614-8265-9_456", "Web Characteristics and Evolution.", "Encyclopedia of Database Systems", "2018", "Dennis Fetterly", "reference/db/Fetterly18", "Reference Works"
"10.1007/978-1-4614-8265-9_1532", "Schema Evolution.", "Encyclopedia of Database Systems", "2018", "John F. Roddick", "reference/db/Roddick18", "Reference Works"
"10.1504/ijiids.2017.10007348", "Using logic programming for adapting models to metamodel evolution.", "Int. J. Intell. Inf. Database Syst.", "2017", "Fouzia Anguel, Abdelkrim Amirat, Nora Bounour", "journals/ijiids/AnguelAB17", "Journal Articles"
"10.1093/nar/gkw1137", "ECOD: new developments in the evolutionary classification of domains.", "Nucleic Acids Res.", "2017", "R. Dustin Schaeffer, Yuxing Liao, Hua Cheng, Nick V. Grishin", "journals/nar/SchaefferLCG17", "Journal Articles"
"10.1093/nar/gkw1119", "OrthoDB v9.1: cataloging evolutionary and functional annotations for animal, fungal, plant, archaeal, bacterial and viral orthologs.", "Nucleic Acids Res.", "2017", "Evgeny M. Zdobnov, Fredrik Tegenfeldt, Dmitry Kuznetsov, Robert M. Waterhouse, Felipe A. Simão, Panagiotis Ioannidis 0001, Mathieu Seppey, Alexis Loetscher, Evgenia V. Kriventseva", "journals/nar/ZdobnovTKWSISLK17", "Journal Articles"
"10.11896/j.issn.1002-137x.2016.02.046", "面向数据库模式变更的代码演化推荐方法 (Method of Code Evolution Recommendation for Database Schema Change).", "计算机科学", "2016", "Wuneng Zhang, Hongwei Li 0017, Liwei Shen, Wenyun Zhao", "journals/jsjkx/ZhangLSZ18", "Journal Articles"
"10.1093/nar/gkv1237", "LegumeIP 2.0 - a platform for the study of gene function and genome evolution in legumes.", "Nucleic Acids Res.", "2016", "Jun Li, Xinbin Dai, Zhaohong Zhuang, Patrick Xuechun Zhao", "journals/nar/LiDZZ16", "Journal Articles"
"10.1093/nar/gkv1274", "FunTree: advances in a resource for exploring and contextualising protein function evolution.", "Nucleic Acids Res.", "2016", "Ian Sillitoe, Nicholas Furnham", "journals/nar/SillitoeF16", "Journal Articles"
"10.1093/nar/gkv1273", "deepBase v2.0: identification, expression, evolution and function of small RNAs, LncRNAs and circular RNAs from deep-sequencing data.", "Nucleic Acids Res.", "2016", "Ling-Ling Zheng, Jun-Hao Li, Jie Wu 0026, Wen-Ju Sun, Shun Liu, Ze-Lin Wang, Hui Zhou 0006, Jian-Hua Yang, Liang-Hu Qu", "journals/nar/ZhengLWSLWZYQ16", "Journal Articles"
"10.1145/2903726", "Synchronization of Queries and Views Upon Schema Evolutions: A Survey.", "ACM Trans. Database Syst.", "2016", "Loredana Caruccio, Giuseppe Polese, Genoveffa Tortora", "journals/tods/CaruccioPT16", "Journal Articles"
"10.1017/s1743921316013132", "Evolution of the NASA/IPAC Extragalactic Database (NED) into a Data Mining Discovery Engine.", "Astroinformatics", "2016", "Joseph M. Mazzarella, The Ned Team", "conf/astroinf/MazzarellaT16", "Conference and Workshop Papers"
"10.2991/jrnal.2015.2.2.2", "On-line Rule Updating System Using Evolutionary Computation for Managing Distributed Database.", "J. Robotics Netw. Artif. Life", "2015", "Wirarama Wedashwara, Shingo Mabu, Masanao Obayashi, Takashi Kuremoto", "journals/jrnal/WedashwaraMOK15", "Journal Articles"
"10.1093/nar/gku1070", "Plastid-LCGbase: a collection of evolutionarily conserved plastid-associated gene pairs.", "Nucleic Acids Res.", "2015", "Dapeng Wang, Jun Yu 0004", "journals/nar/WangY15", "Journal Articles"
"10.1109/time.2015.24", "The Price of Evolution in Temporal Databases.", "TIME", "2015", "Carlo Combi, Romeo Rizzi, Pietro Sala", "conf/time/CombiRS15", "Conference and Workshop Papers"
"10.1007/978-3-319-16211-9_32", "Web-Based Implementation of Data Warehouse Schema Evolution.", "New Trends in Intelligent Information and Database Systems", "2015", "Jai W. Kang, Fnu Basrizal, Qi Yu 0001, Edward P. Holden", "series/sci/KangBYH15", "Parts in Books or Collections"
"10.3390/ijgi3010096", "Using a Spatio-Temporal GIS Database to Monitor the Spatial Evolution of Urban Flooding Phenomena. The Case of Athens Metropolitan Area in Greece.", "ISPRS Int. J. Geo Inf.", "2014", "Michalis Diakakis, Aggelos Pallikarakis, Katerina Katsetsiadou", "journals/ijgi/DiakakisPK14", "Journal Articles"
"10.1093/nar/gkt1177", "PhylomeDB v4: zooming into the plurality of evolutionary histories of a genome.", "Nucleic Acids Res.", "2014", "Jaime Huerta-Cepas, Salvador Capella-Gutiérrez, Leszek P. Pryszcz, Marina Marcet-Houben, Toni Gabaldón", "journals/nar/Huerta-CepasCPMG14", "Journal Articles"
"10.1093/nar/gkt1016", "PlantTFDB 3.0: a portal for the functional and evolutionary study of plant transcription factors.", "Nucleic Acids Res.", "2014", "Jinpu Jin, He Zhang 0020, Lei Kong, Ge Gao 0004, Jingchu Luo", "journals/nar/JinZKGL14", "Journal Articles"
"10.1007/978-3-319-07926-4_7", "The Evolution of Digital Cartographic Databases (State Topographic Maps) from the Beginnings to Cartography 2.0: The Hungarian Experience.", "CARTOCON", "2014", "László Zentai", "conf/cartocon/Zentai14", "Conference and Workshop Papers"
"10.5220/0004966903080313", "Evolution of the Application and Database with Aspects.", "ICEIS", "2014", "Rui Humberto R. Pereira, J. Baltasar García Pérez-Schofield", "conf/iceis/PereiraP14", "Conference and Workshop Papers"
"10.1504/ijiids.2013.053824", "Efficient differential evolution algorithm-based optimisation of fuzzy prediction model for time series forecasting.", "Int. J. Intell. Inf. Database Syst.", "2013", "Ming-Feng Han, Chin-Teng Lin, Jyh-Yeong Chang", "journals/ijiids/HanLC13", "Journal Articles"
"10.1504/ijiids.2013.053549", "Using an evolutionary algorithm to solve the weighted view materialisation problem for data warehouses.", "Int. J. Intell. Inf. Database Syst.", "2013", "Neal Wagner, Vikas Agrawal", "journals/ijiids/WagnerA13", "Journal Articles"
"10.1093/nar/gks1163", "CFGP 2.0: a versatile web-based platform for supporting comparative and evolutionary genomics of fungi and Oomycetes.", "Nucleic Acids Res.", "2013", "Jaeyoung Choi, Kyeong-Chae Cheong, Kyongyong Jung, Jongbum Jeon, Gir-Won Lee, Seogchan Kang, Sangsoo Kim, Yin-Won Lee, Yong-Hwan Lee", "journals/nar/ChoiCJJLKKLL13", "Journal Articles"
"10.1093/nar/gks1118", "PANTHER in 2013: modeling the evolution of gene function, and other gene attributes, in the context of phylogenetic trees.", "Nucleic Acids Res.", "2013", "Huaiyu Mi, Anushya Muruganujan, Paul D. Thomas", "journals/nar/MiMT13", "Journal Articles"
"10.1093/nar/gks1201", "RegulonDB v8.0: omics data sets, evolutionary conservation, regulatory phrases, cross-validated gold standards and more.", "Nucleic Acids Res.", "2013", "Heladia Salgado, Martín Peralta-Gil, Socorro Gama-Castro, Alberto Santos-Zavaleta, Luis Muñiz-Rascado, Jair S. García-Sotelo, Verena Weiss, Hilda Solano-Lira, Irma Martínez-Flores, Alejandra Medina-Rivera, Gerardo Salgado-Osorio, Shirley Alquicira-Hernández, Kevin Alquicira-Hernández, Alejandra López-Fuentes, Liliana Porrón-Sotelo, Araceli M. Huerta, César Bonavides-Martínez, Yalbi Itzel Balderas-Martínez, Lucia Pannier, Maricela Olvera, Aurora Labastida, Verónica Jiménez-Jacinto, Leticia Vega-Alvarado, Victor del Moral-Chávez, Alfredo Hernández-Alvarez, Enrique Morett, Julio Collado-Vides", "journals/nar/SalgadoPGSMGWSMMSAALPHBBPOLJVMHMC13", "Journal Articles"
"10.1145/2463372.2465802", "An evolutionary multi-agent system for database query optimization.", "GECCO", "2013", "Frederico A. C. A. Gonçalves, Frederico G. Guimarães, Marcone J. F. Souza", "conf/gecco/GoncalvesGS13", "Conference and Workshop Papers"
"10.1504/ijiids.2012.050110", "An evolutionary approach for high dimensional attribute selection.", "Int. J. Intell. Inf. Database Syst.", "2012", "Lydia Boudjeloud-Assala", "journals/ijiids/Boudjeloud-Assala12", "Journal Articles"
"10.1093/nar/gkr989", "VFDB 2012 update: toward the genetic diversity and molecular evolution of bacterial virulence factors.", "Nucleic Acids Res.", "2012", "Lihong Chen, Zhaohui Xiong, Lilian Sun, Jian Yang 0007, Qi Jin", "journals/nar/ChenXSYJ12", "Journal Articles"
"10.1093/nar/gkr852", "FunTree: a resource for exploring the functional evolution of structurally defined enzyme superfamilies.", "Nucleic Acids Res.", "2012", "Nicholas Furnham, Ian Sillitoe, Gemma L. Holliday, Alison L. Cuff, Syed Asad Rahman, Roman A. Laskowski, Christine A. Orengo, Janet M. Thornton", "journals/nar/FurnhamSHCRLOT12", "Journal Articles"
"10.1109/apnoms.2012.6356090", "Design and implementation of database schema evolution for service continuity of web-based internet applications.", "APNOMS", "2012", "Yi-Chang Chen, Jeu-Yih Jeng, Teh-Sheng Huang, Phone Lin", "conf/apnoms/ChenJHL12", "Conference and Workshop Papers"
"10.1504/ijiids.2011.040087", "Evolutionarily adjusting membership functions in Takagi-Sugeno fuzzy systems.", "Int. J. Intell. Inf. Database Syst.", "2011", "Tzung-Pei Hong, Wei-Tee Lin, Chun-Hao Chen, Chen-Sen Ouyang", "journals/ijiids/HongLCO11", "Journal Articles"
"10.1504/ijiids.2011.043126", "Multi-swarm co-evolutionary paradigm for dynamic multi-objective optimisation problems.", "Int. J. Intell. Inf. Database Syst.", "2011", "Chengyu Hu 0002, Qingzhong Liang, Yuanyuan Fan, Guangming Dai", "journals/ijiids/HuLFD11", "Journal Articles"
"10.4018/irmj.2011100101", "The Evolution of the Massively Parallel Processing Database in Support of Visual Analytics.", "Inf. Resour. Manag. J.", "2011", "Ian A. Willson", "journals/irmj/Willson11", "Journal Articles"
"10.1016/j.jksuci.2010.03.001", "A Quantum Swarm Evolutionary Algorithm for mining association rules in large databases.", "J. King Saud Univ. Comput. Inf. Sci.", "2011", "Mourad Ykhlef", "journals/jksucis/Ykhlef11", "Journal Articles"
"10.1109/bibm.2011.63", "A Differential Evolution-Based System Supporting Medical Diagnosis through Automatic Knowledge Extraction from Databases.", "BIBM", "2011", "Ivanoe De Falco", "conf/bibm/Falco11", "Conference and Workshop Papers"
"10.4018/978-1-60960-537-7.ch006", "On Handling the Evolution of External Data Sources in a Data Warehouse Architecture.", "Integrations of Data Warehousing, Data Mining and Database Technologies", "2011", "Robert Wrembel", "books/daglib/p/Wrembel11", "Parts in Books or Collections"
"10.1093/nar/gkp951", "eggNOG v2.0: extending the evolutionary genealogy of genes with enhanced non-supervised orthologous groups, species and functional annotations.", "Nucleic Acids Res.", "2010", "Jean Muller, Damian Szklarczyk, Philippe Julien, Ivica Letunic, Alexander Roth 0001, Michael Kuhn 0004, Sean Powell, Christian von Mering, Tobias Doerks, Lars Juhl Jensen, Peer Bork", "journals/nar/MullerSJLRKPMDJB10", "Journal Articles"
"10.1007/978-3-642-12145-6_6", "From Data Mining to User Models in Evolutionary Databases.", "ACIIDS", "2010", "César Andrés, Manuel Núñez 0001, Yaofeng Zhang", "conf/aciids/AndresNZ10", "Conference and Workshop Papers"
"10.1109/waina.2010.127", "Managing Schema Evolution in Hybrid XML-Relational Database Systems.", "AINA Workshops", "2010", "Abdullah M. Baqasah, Eric Pardede", "conf/aina/BaqasahP10", "Conference and Workshop Papers"
"10.1007/978-3-642-16373-9_10", "A Conceptual Approach to Database Applications Evolution.", "ER", "2010", "Anthony Cleve, Anne-France Brogneaux, Jean-Luc Hainaut", "conf/er/CleveBH10", "Conference and Workshop Papers"
"10.1007/978-3-642-16373-9_11", "Automated Co-evolution of Conceptual Models, Physical Databases, and Mappings.", "ER", "2010", "James F. Terwilliger, Philip A. Bernstein, Adi Unnithan", "conf/er/TerwilligerBU10", "Conference and Workshop Papers"
"10.1109/icde.2010.5447682", "Database architecture (R)evolution: New hardware vs. new software.", "ICDE", "2010", "Stavros Harizopoulos, Tassos Argyros, Peter A. Boncz, Dan Dietterich, Samuel Madden 0001, Florian M. Waas", "conf/icde/HarizopoulosABDMW10", "Conference and Workshop Papers"
"10.1109/icip.2010.5651161", "Network of evolutionary binary classifiers for classification and retrieval in macroinvertebrate databases.", "ICIP", "2010", "Serkan Kiranyaz, Moncef Gabbouj, Jenni Pulkkinen, Turker Ince, Kristian Meissner", "conf/icip/KiranyazGPTM10", "Conference and Workshop Papers"
"10.1007/978-3-642-16092-9_5", "Revisiting Schema Evolution in Object Databases in Support of Agile Development.", "ICOODB", "2010", "Tilmann Zäschke, Moira C. Norrie", "conf/icoodb/ZaschkeN10", "Conference and Workshop Papers"
"10.1109/iros.2010.5653037", "Constructing of optimal database structure by imitation learning based on evolutionary algorithm.", "IROS", "2010", "Ga-Ram Park, ChangHwan Kim", "conf/iros/ParkK10", "Conference and Workshop Papers"
"10.1007/978-3-642-15838-4_9", "PRAM Optimization Using an Evolutionary Algorithm.", "Privacy in Statistical Databases", "2010", "Jordi Marés, Vicenç Torra", "conf/psd/MaresT10", "Conference and Workshop Papers"
"10.1145/1807167.1807316", "Worry-free database upgrades: automated model-driven evolution of schemas and complex mappings.", "SIGMOD Conference", "2010", "James F. Terwilliger, Philip A. Bernstein, Adi Unnithan", "conf/sigmod/TerwilligerBU10", "Conference and Workshop Papers"
"10.1007/978-3-642-12090-9_17", "Evolutionally Improved Quality of Intelligent Systems Following Their Users&apos; Point of View.", "Advances in Intelligent Information and Database Systems", "2010", "Barbara Begier", "series/sci/Begier10", "Parts in Books or Collections"
"10.1093/nar/gks1052", "RNApathwaysDB - a database of RNA maturation and decay pathways.", "Nucleic Acids Res.", "2013", "Kaja Milanowska, Katarzyna Mikolajczak, Anna Lukasik, Marcin Skorupski, Zuzanna Balcer, Magdalena A. Machnicka, Martyna Nowacka, Kristian Rother, Janusz M. Bujnicki", "journals/nar/MilanowskaMLSBMNRB13", "Journal Articles"
"10.1007/s10619-024-07441-9", "A blockchain datastore for scalable IoT workloads using data decaying.", "Distributed Parallel Databases", "2024", "Panagiotis Drakatos, Constantinos Costa, Andreas Konstantinidis 0002, Panos K. Chrysanthis, Demetrios Zeinalipour-Yazti", "journals/dpd/DrakatosCKCZ24", "Journal Articles"
"10.3217/cc0fy-mef04", "Database for ESA Service Satellite Orbit DecAy (SODA) v2.0.", "TU Graz Repo", "2024", "Sandro Krauss, Manuela Temmer, Lukas Drescher, Barbara Suesser-Rechberger, Andreas Strasser, Sofia Kroisz", "data/11/KraussTDSSK24", "Data and Artifacts"
"10.3217/c53m9-rk057", "Database for ESA Service Satellite Orbit DecAy (SODA).", "TU Graz Repo", "2023", "Sandro Krauss, Manuela Temmer, Lukas Drescher, Barbara Suesser-Rechberger, Andreas Strasser, Sofia Kroisz", "data/11/KraussTDSSK23", "Data and Artifacts"
"10.1145/3284552", "Inferring Insertion Times and Optimizing Error Penalties in Time-decaying Bloom Filters.", "ACM Trans. Database Syst.", "2019", "Jonathan L. Dautrich Jr., Chinya V. Ravishankar", "journals/tods/DautrichR19", "Journal Articles"
"10.1007/978-1-4614-8265-9_126", "Decay Models.", "Encyclopedia of Database Systems", "2018", "Edith Cohen", "reference/db/Cohen18a", "Reference Works"
"10.1093/database/baad072", "Preproject &apos;Swiss Virtual Natural History Collection&apos;.", "Database J. Biol. Databases Curation", "2023", "Ana Petrus, Tobias Wildi, Stefanie Müller 0008", "journals/biodb/PetrusWM23", "Journal Articles"
"10.1093/database/baz038", "The Natural History Museum Data Portal.", "Database J. Biol. Databases Curation", "2019", "Ben Scott, Edward Baker, Matt Woodburn, Sarah Vincent, Helen Hardy, Vincent S. Smith", "journals/biodb/ScottBWSHS19", "Journal Articles"
"10.1016/b978-0-444-51624-4.50013-7", "Logic and Databases: A History of Deductive Databases.", "Computational Logic", "2014", "Jack Minker, Dietmar Seipel, Carlo Zaniolo", "series/hhl/MinkerSZ14", "Reference Works"
"10.48550/arxiv.2510.17748", "This is Going to Sound Crazy, But What If We Used Large Language Models to Boost Automatic Database Tuning Algorithms By Leveraging Prior History? We Will Find Better Configurations More Quickly Than Retraining From Scratch!", "CoRR", "2025", "William Zhang 0001, Wan Shen Lim, Andrew Pavlo", "journals/corr/abs-2510-17748", "Informal and Other Publications"
"10.1145/3639449", "Automatically Testing Database Systems: DBMS testing with test oracles, transaction history, and fuzzing.", "ACM Queue", "2024", "Peter Alvaro, Manuel Rigger", "journals/queue/AlvaroR24", "Journal Articles"
"10.11896/jsjkx.181102097", "基于操作历史图的分布式Key-Value数据库一致性检测算法 (Consistency Checking Algorithm for Distributed Key-Value Database Based on Operation History Graph).", "计算机科学", "2019", "Bin Liao 0003, Tao Zhang, Min Li, Jiong Yu, Binglei Guo, Yan Liu", "journals/jsjkx/LiaoZLYGL19", "Journal Articles"
"10.1177/1461444813495184", "Interfacing data destinations and visualizations: A history of database literacy.", "New Media Soc.", "2014", "Rahul Mukherjee", "journals/nms/Mukherjee14", "Journal Articles"
"10.1007/978-3-319-17145-6_32", "The Story of DSI-TEKST: The First Software Package Which Integrated Word Processing, Database and Report Generator - in Denmark and Maybe in the Whole World.", "History of Nordic Computing", "2014", "Anne Grethe Pind", "conf/hinc/Pind14", "Conference and Workshop Papers"
"10.1109/icdim.2013.6694022", "Representing history in graph-oriented NoSQL databases: A versioning system.", "ICDIM", "2013", "Arnaud Castelltort, Anne Laurent", "conf/icdim/CastelltortL13", "Conference and Workshop Papers"
"10.1007/978-3-642-33899-1_9", "The Impact of the Y2K Event on the Popularity of the Pick Database Environment.", "Reflections on the History of Computing", "2012", "Stasys Lukaitis", "series/ifip/Lukaitis12", "Parts in Books or Collections"
"10.4108/icst.crowncom2010.9178", "Priority channel selection based on detection history database.", "CrownCom", "2010", "Johanna Vartiainen, Marko Höyhtyä, Janne J. Lehtomäki, Timo Bräysy", "conf/crowncom/VartiainenHLB10", "Conference and Workshop Papers"
"10.1007/978-3-642-17616-6_46", "Incremental Structured Web Database Crawling via History Versions.", "WISE", "2010", "Wei Liu, Jianguo Xiao", "conf/wise/LiuX10", "Conference and Workshop Papers"
"10.1093/database/baab039", "Automatization and self-maintenance of the O-GlcNAcome catalog: a smart scientific database.", "Database J. Biol. Databases Curation", "2021", "Florian Malard, Eugenia Wulff-Fuentes, Rex R. Berendt, Guillaume Didier 0002, Stéphanie Olivier-Van Stichelen", "journals/biodb/MalardWBDS21", "Journal Articles"
"10.1145/3721428", "Probabilistic Truss Decomposition on Uncertain Graphs: Indexing and Dynamic Maintenance.", "ACM Trans. Database Syst.", "2025", "Zitan Sun, Xin Huang 0001, Jianliang Xu, Francesco Bonchi, Lijun Chang", "journals/tods/SunHXBC25", "Journal Articles"
"10.48550/arxiv.2508.01136", "DBAIOps: A Reasoning LLM-Enhanced Database Operation and Maintenance System using Knowledge Graphs.", "CoRR", "2025", "Wei Zhou 0053, Peng Sun 0006, Xuanhe Zhou, Qianglei Zang, Ji Xu, Tieying Zhang, Guoliang Li 0001, Fan Wu 0006", "journals/corr/abs-2508-01136", "Informal and Other Publications"
"10.48550/arxiv.2509.25285", "ActorDB: A Unified Database Model Integrating Single-Writer Actors, Incremental View Maintenance, and Zero-Trust Messaging.", "CoRR", "2025", "Jun Kawasaki", "journals/corr/abs-2509-25285", "Informal and Other Publications"
"10.48550/arxiv.2410.03867", "Empowering Domain-Specific Language Models with Graph-Oriented Databases: A Paradigm Shift in Performance and Model Maintenance.", "CoRR", "2024", "Ricardo Di Pasquale, Soledad Represa", "journals/corr/abs-2410-03867", "Informal and Other Publications"
"10.1504/ijiids.2022.10044370", "An echo-based autonomous real-time system for efficient maintenance of students attendance.", "Int. J. Intell. Inf. Database Syst.", "2022", "Shritesh Jamulkar, Milind Kumar Verma, K. Jairam Naik", "journals/ijiids/JamulkarVN22", "Journal Articles"
"10.3389/frma.2018.00018", "25 Years of Molecular Biology Databases: A Study of Proliferation, Impact, and Maintenance.", "Frontiers Res. Metrics Anal.", "2018", "Heidi Imker", "journals/frma/Imker18", "Journal Articles"
"10.3390/s18103419", "Fast Signals of Opportunity Fingerprint Database Maintenance with Autonomous Unmanned Ground Vehicle for Indoor Positioning.", "Sensors", "2018", "Yitang Peng, Xiaoji Niu, Jian Tang 0004, Dazhi Mao, Chuang Qian 0001", "journals/sensors/PengNTMQ18", "Journal Articles"
"10.1007/978-1-4614-8265-9_838", "View Maintenance Aspects.", "Encyclopedia of Database Systems", "2018", "Antonios Deligiannakis", "reference/db/Deligiannakis18", "Reference Works"
"10.1007/978-1-4614-8265-9_842", "Maintenance of Recursive Views.", "Encyclopedia of Database Systems", "2018", "Suzanne W. Dietrich", "reference/db/Dietrich18", "Reference Works"
"10.1007/978-1-4614-8265-9_118", "Data Warehouse Maintenance, Evolution, and Versioning.", "Encyclopedia of Database Systems", "2018", "Johann Eder, Christian Koncilia, Karl Wiggisser", "reference/db/EderKW18", "Reference Works"
"10.1007/978-1-4614-8265-9_1215", "Peer-to-Peer Overlay Networks: Structure, Routing and Maintenance.", "Encyclopedia of Database Systems", "2018", "Wojciech Galuba, Sarunas Girdzijauskas", "reference/db/GalubaG18a", "Reference Works"
"10.1007/978-1-4614-8265-9_840", "Incremental Maintenance of Views with Aggregates.", "Encyclopedia of Database Systems", "2018", "Himanshu Gupta 0001", "reference/db/Gupta18g", "Reference Works"
"10.1007/978-1-4614-8265-9_839", "Self-Maintenance of Views.", "Encyclopedia of Database Systems", "2018", "Himanshu Gupta 0001", "reference/db/Gupta18m", "Reference Works"
"10.1007/978-1-4614-8265-9_852", "View Maintenance.", "Encyclopedia of Database Systems", "2018", "Alexandros Labrinidis, Yannis Sismanis", "reference/db/LabrinidisS18", "Reference Works"
"10.1007/978-1-4614-8265-9_841", "Maintenance of Materialized Views with Outer-Joins.", "Encyclopedia of Database Systems", "2018", "Per-Åke Larson", "reference/db/Larson18", "Reference Works"
"10.1007/978-1-4614-8265-9_1158", "Wrapper Maintenance.", "Encyclopedia of Database Systems", "2018", "Kristina Lerman, Craig A. Knoblock", "reference/db/LermanK18", "Reference Works"
"10.1145/2508020.2508021", "Algebraic incremental maintenance of XML views.", "ACM Trans. Database Syst.", "2013", "Angela Bonifati, Martin Hugh Goodfellow, Ioana Manolescu, Domenica Sileo", "journals/tods/BonifatiGMS13", "Journal Articles"
"10.3182/20130619-3-ru-3018.00579", "An Example of Industrial System Databases Security Assurance During the Maintenance Stage.", "MIM", "2013", "Artur Baybulatov", "conf/mim/Baybulatov13", "Conference and Workshop Papers"
"10.1109/icdmw.2011.99", "Incremental Maintenance of Topological Patterns in Spatial-Temporal Database.", "ICDM Workshops", "2011", "Yi-Cheng Chen, Chao-Ying Wu, Suh-Yin Lee", "conf/icdm/ChenWL11", "Conference and Workshop Papers"
"10.1007/s10619-009-7057-4", "Maintenance of top-k materialized views.", "Distributed Parallel Databases", "2010", "Eftychia Baikousi, Panos Vassiliadis", "journals/dpd/BaikousiV10", "Journal Articles"
"10.1109/dbkda.2010.16", "Efficient Maintenance of k-Dominant Skyline for Frequently Updated Database.", "DBKDA", "2010", "Mohammad Anisuzzaman Siddique, Yasuhiko Morimoto", "conf/dbkda/SiddiqueM10", "Conference and Workshop Papers"
"10.1007/978-3-642-16985-4_58", "Consistent Cache Maintenance for Database Driven Websites.", "ICWE Workshops", "2010", "Pawel Leszczynski, Krzysztof Stencel", "conf/icwe/LeszczynskiS10", "Conference and Workshop Papers"
"10.1145/1866480.1866495", "Representation and validation of domain and range restrictions in a relational database-driven ontology maintenance system.", "IDEAS", "2010", "Patrick G. Edgett, Leong Lee, Jennifer L. Leopold, Alton B. Coalter", "conf/ideas/EdgettLLC10", "Conference and Workshop Papers"
